PickUpDateTime,Longitude,Latitude,Age,Sex,SpendCat,ResidentCat,AppleAndorid,NetworkFlag,NetworkProvider,PrePaidPostPaid,ActivePassive,VoiceData
2021-08-17 19:14:00,-1.485632,53.382759,46,1,5,UK,Android,6,MVNO,PrePaid,Passive,NotInUse
2021-08-18 19:14:00,-1.472067,53.372578,66,1,4,Resident,Android,3,Vodafone,PostPaid,Active,Data
2021-08-19 19:14:00,-1.478175,53.368389,61,2,2,Resident,Apple,6,MVNO,PrePaid,Passive,NotInUse
2021-08-20 19:14:00,-1.483756,53.377044,19,1,4,Resident,Apple,1,BT,PostPaid,Passive,NotInUse
2021-08-21 19:14:00,-1.501896,53.372770,46,1,3,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-08-22 19:14:00,-1.466724,53.372732,81,1,2,UK,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-08-23 19:14:00,-1.488425,53.381774,71,2,4,Resident,Apple,1,BT,PostPaid,Passive,NotInUse
2021-08-24 19:14:00,-1.509341,53.387660,42,1,3,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-08-25 19:14:00,-1.452110,53.373121,42,1,1,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-08-26 19:14:00,-1.442947,53.382988,49,1,3,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-08-27 19:14:00,-1.479711,53.376849,65,1,3,Resident,Android,5,Three,PrePaid,Passive,NotInUse
2021-08-28 19:14:00,-1.484547,53.371108,80,1,4,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-08-29 19:14:00,-1.479049,53.387015,61,1,3,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2021-08-30 19:14:00,-1.478189,53.373640,68,1,1,Resident,Android,5,Three,PostPaid,Active,Data
2021-08-31 19:14:00,-1.463390,53.382577,83,1,3,UK,Android,4,EE,PostPaid,Passive,NotInUse
2021-09-01 19:14:00,-1.505767,53.371913,29,2,4,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2021-09-02 19:14:00,-1.454587,53.374086,77,2,4,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-09-03 19:14:00,-1.513833,53.374168,41,1,1,UK,Android,5,Three,PostPaid,Passive,NotInUse
2021-09-04 19:14:00,-1.476211,53.379090,66,1,5,UK,Android,1,BT,PostPaid,Passive,NotInUse
2021-09-05 19:14:00,-1.440648,53.386239,49,1,4,UK,Apple,1,BT,PrePaid,Passive,NotInUse
2021-09-06 19:14:00,-1.496990,53.385299,22,1,2,UK,Android,2,O2,PrePaid,Passive,NotInUse
2021-09-07 19:14:00,-1.490237,53.370951,70,U,3,UK,Apple,2,O2,PostPaid,Passive,NotInUse
2021-09-08 19:14:00,-1.516038,53.387717,26,2,5,Non-UK,Android,3,Vodafone,PostPaid,Passive,NotInUse
2021-09-09 19:14:00,-1.487546,53.385955,65,2,5,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2021-09-10 19:14:00,-1.452757,53.375026,66,1,5,UK,Android,1,BT,PrePaid,Passive,NotInUse
2021-09-11 19:14:00,-1.494819,53.383916,77,1,4,UK,Apple,2,O2,PostPaid,Passive,NotInUse
2021-09-12 19:14:00,-1.462113,53.388693,24,2,2,Resident,Apple,5,Three,PostPaid,Passive,NotInUse
2021-09-13 19:14:00,-1.475268,53.382336,39,2,2,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-09-14 19:14:00,-1.453642,53.375796,61,2,1,Resident,Apple,5,Three,PostPaid,Passive,NotInUse
2021-09-15 19:14:00,-1.506029,53.375238,13,1,5,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-09-16 19:14:00,-1.512458,53.384347,16,2,4,UK,Android,4,EE,PostPaid,Passive,NotInUse
2021-09-17 19:14:00,-1.512673,53.387488,82,2,3,Resident,Apple,5,Three,PostPaid,Passive,NotInUse
2021-09-18 19:14:00,-1.476971,53.368355,83,2,5,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-09-19 19:14:00,-1.444046,53.385508,46,2,3,Resident,Android,5,Three,PrePaid,Passive,NotInUse
2021-09-20 19:14:00,-1.477928,53.374682,80,1,2,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-09-21 19:14:00,-1.456695,53.382867,73,1,5,Resident,Apple,1,BT,PrePaid,Passive,NotInUse
2021-09-22 19:14:00,-1.456695,53.375584,19,1,5,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2021-09-23 19:14:00,-1.513277,53.381132,34,1,2,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-09-24 19:14:00,-1.506799,53.388258,68,2,4,Resident,Android,3,Vodafone,PrePaid,Passive,NotInUse
2021-09-25 19:14:00,-1.451570,53.373667,46,2,4,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-09-26 19:14:00,-1.475093,53.374680,72,2,1,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-09-27 19:14:00,-1.444448,53.379584,66,2,1,UK,Android,4,EE,PostPaid,Passive,NotInUse
2021-09-28 19:14:00,-1.503570,53.372243,37,2,2,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2021-09-29 19:14:00,-1.487275,53.382674,34,2,4,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-09-30 19:14:00,-1.474560,53.372664,41,1,2,Non-UK,Android,6,MVNO,PrePaid,Active,Data
2021-10-01 19:14:00,-1.501269,53.374294,59,1,1,Resident,Apple,2,O2,PostPaid,Passive,NotInUse
2021-10-02 19:14:00,-1.505345,53.377478,65,1,3,Non-UK,Android,2,O2,PostPaid,Passive,NotInUse
2021-10-03 19:14:00,-1.448660,53.378629,43,1,4,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-10-04 19:14:00,-1.499037,53.387525,59,1,2,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2021-10-05 19:14:00,-1.455399,53.389679,76,1,2,Resident,Apple,1,BT,PostPaid,Active,Data
2021-10-06 19:14:00,-1.513130,53.368287,20,2,5,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-10-07 19:14:00,-1.472430,53.369753,57,1,2,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-10-08 19:14:00,-1.485920,53.385780,40,1,2,UK,Apple,4,EE,PostPaid,Passive,NotInUse
2021-10-09 19:14:00,-1.495409,53.377559,78,1,5,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-10-10 19:14:00,-1.514209,53.382161,32,1,5,Resident,Android,2,O2,PostPaid,Active,Voice
2021-10-11 19:14:00,-1.437094,53.368060,71,2,4,Resident,Android,1,BT,PrePaid,Passive,NotInUse
2021-10-12 19:14:00,-1.487611,53.380402,37,1,4,UK,Android,2,O2,PrePaid,Passive,NotInUse
2021-10-13 19:14:00,-1.492909,53.377657,50,1,4,Resident,Apple,2,O2,PrePaid,Passive,NotInUse
2021-10-14 19:14:00,-1.478907,53.392256,16,1,4,Resident,Apple,2,O2,PrePaid,Passive,NotInUse
2021-10-15 19:14:00,-1.440296,53.388247,35,1,1,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-10-16 19:14:00,-1.467232,53.381252,30,2,3,Resident,Apple,2,O2,PrePaid,Passive,NotInUse
2021-10-17 19:14:00,-1.493015,53.389245,21,1,2,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-10-18 19:14:00,-1.510822,53.380582,38,2,5,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-10-19 19:14:00,-1.489447,53.382877,54,1,2,Resident,Android,5,Three,PrePaid,Passive,NotInUse
2021-10-20 19:14:00,-1.472137,53.392238,17,2,5,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-10-21 19:14:00,-1.508248,53.369642,71,1,4,Resident,Android,1,BT,PostPaid,Active,Data
2021-10-22 19:14:00,-1.496892,53.379236,15,2,1,Resident,Apple,5,Three,PostPaid,Passive,NotInUse
2021-10-23 19:14:00,-1.514356,53.371631,59,2,3,UK,Android,4,EE,PostPaid,Passive,NotInUse
2021-10-24 19:14:00,-1.504173,53.372250,51,2,4,Non-UK,Android,4,EE,PostPaid,Passive,NotInUse
2021-10-25 19:14:00,-1.465237,53.368479,45,2,4,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-10-26 19:14:00,-1.460629,53.383541,33,2,2,Resident,Apple,6,MVNO,PrePaid,Passive,NotInUse
2021-10-27 19:14:00,-1.448291,53.369346,16,1,1,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-10-28 19:14:00,-1.434738,53.379493,56,2,3,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-10-29 19:14:00,-1.483851,53.378455,83,1,3,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-10-30 19:14:00,-1.508843,53.376703,31,1,3,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-10-31 19:14:00,-1.438417,53.375599,74,1,5,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2021-11-01 19:14:00,-1.500717,53.382720,45,1,5,Resident,Apple,5,Three,PostPaid,Active,Data
2021-11-02 19:14:00,-1.510242,53.378689,69,1,2,Resident,Android,5,Three,PrePaid,Passive,NotInUse
2021-11-03 19:14:00,-1.499621,53.377171,69,2,4,UK,Apple,1,BT,PostPaid,Active,Voice
2021-11-04 19:14:00,-1.486814,53.373470,37,1,2,Resident,Android,4,EE,PrePaid,Passive,NotInUse
2021-11-05 19:14:00,-1.498392,53.372489,17,2,2,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-11-06 19:14:00,-1.465595,53.386850,66,U,4,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-11-07 19:14:00,-1.481355,53.389349,29,2,1,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-11-08 19:14:00,-1.510247,53.376344,56,2,5,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2021-11-09 19:14:00,-1.488593,53.386651,47,2,5,UK,Android,4,EE,PostPaid,Passive,NotInUse
2021-11-10 19:14:00,-1.441615,53.371140,48,2,5,UK,Android,3,Vodafone,PostPaid,Active,Data
2021-11-11 19:14:00,-1.471096,53.374841,12,2,2,Resident,Apple,6,MVNO,PostPaid,Active,Data
2021-11-12 19:14:00,-1.481557,53.378501,81,2,2,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-11-13 19:14:00,-1.446571,53.376726,17,1,4,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-11-14 19:14:00,-1.503184,53.378371,17,1,2,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2021-11-15 19:14:00,-1.465690,53.378815,30,2,2,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2021-11-16 19:14:00,-1.438058,53.373872,77,2,1,UK,Android,5,Three,PostPaid,Passive,NotInUse
2021-11-17 19:14:00,-1.471777,53.388813,31,1,2,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-11-18 19:14:00,-1.499283,53.380774,35,2,5,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-11-19 19:14:00,-1.469275,53.370889,45,1,1,Resident,Android,5,Three,PostPaid,Active,Voice
2021-11-20 19:14:00,-1.492666,53.381142,12,1,4,Resident,Apple,2,O2,PostPaid,Passive,NotInUse
2021-11-21 19:14:00,-1.468532,53.384399,27,1,4,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-11-22 19:14:00,-1.491827,53.391359,43,1,5,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2021-11-23 19:14:00,-1.454810,53.389188,17,1,2,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-11-24 19:14:00,-1.492531,53.380415,14,2,1,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-11-25 19:14:00,-1.486137,53.367900,29,2,4,UK,Apple,1,BT,PostPaid,Passive,NotInUse
2021-11-26 19:14:00,-1.447085,53.376320,60,2,5,UK,Android,1,BT,PostPaid,Passive,NotInUse
2021-11-27 19:14:00,-1.435108,53.385215,54,1,5,Non-UK,Android,5,Three,PostPaid,Passive,NotInUse
2021-11-28 19:14:00,-1.505657,53.376983,18,2,4,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-11-29 19:14:00,-1.438629,53.391310,14,1,5,Resident,Android,1,BT,PostPaid,Active,Voice
2021-11-30 19:14:00,-1.449817,53.389843,40,1,4,UK,Android,3,Vodafone,PrePaid,Passive,NotInUse
2021-12-01 19:14:00,-1.453818,53.377329,25,1,3,UK,Android,1,BT,PostPaid,Active,Data
2021-12-02 19:14:00,-1.451793,53.390178,42,2,4,Resident,Android,2,O2,PostPaid,Active,Data
2021-12-03 19:14:00,-1.439619,53.376094,24,2,3,UK,Apple,5,Three,PostPaid,Passive,NotInUse
2021-12-04 19:14:00,-1.476681,53.380572,55,1,2,Resident,Android,6,MVNO,PrePaid,Passive,NotInUse
2021-12-05 19:14:00,-1.492458,53.379173,12,2,2,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2021-12-06 19:14:00,-1.446921,53.385193,63,1,4,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2021-12-07 19:14:00,-1.511934,53.376733,64,1,2,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-12-08 19:14:00,-1.495538,53.368208,63,2,1,Resident,Apple,4,EE,PostPaid,Passive,NotInUse
2021-12-09 19:14:00,-1.442522,53.382177,60,1,5,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-12-10 19:14:00,-1.438501,53.390100,68,1,2,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-12-11 19:14:00,-1.451143,53.379235,61,2,1,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-12-12 19:14:00,-1.512230,53.383122,21,2,3,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-12-13 19:14:00,-1.471762,53.369633,19,1,5,Non-UK,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-12-14 19:14:00,-1.460099,53.390642,54,2,3,Resident,Apple,4,EE,PostPaid,Passive,NotInUse
2021-12-15 19:14:00,-1.497638,53.382361,26,2,1,Resident,Android,5,Three,PrePaid,Passive,NotInUse
2021-12-16 19:14:00,-1.443848,53.382719,40,2,5,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2021-12-17 19:14:00,-1.437922,53.369225,61,2,5,Resident,Android,6,MVNO,PrePaid,Passive,NotInUse
2021-12-18 19:14:00,-1.474291,53.371143,20,2,1,Resident,Apple,3,Vodafone,PostPaid,Passive,NotInUse
2021-12-19 19:14:00,-1.495164,53.392186,52,2,4,UK,Android,2,O2,PrePaid,Passive,NotInUse
2021-12-20 19:14:00,-1.443889,53.386545,57,1,1,UK,Android,3,Vodafone,PrePaid,Passive,NotInUse
2021-12-21 19:14:00,-1.509017,53.387891,64,1,4,Non-UK,Apple,6,MVNO,PostPaid,Passive,NotInUse
2021-12-22 19:14:00,-1.480293,53.375282,84,2,3,UK,Android,3,Vodafone,PostPaid,Passive,NotInUse
2021-12-23 19:14:00,-1.471808,53.381067,70,2,1,Resident,Apple,4,EE,PostPaid,Active,Data
2021-12-24 19:14:00,-1.473337,53.367775,73,1,1,UK,Apple,4,EE,PostPaid,Passive,NotInUse
2021-12-25 19:14:00,-1.498166,53.389129,73,2,1,Non-UK,Apple,1,BT,PostPaid,Passive,NotInUse
2021-12-26 19:14:00,-1.449134,53.388261,40,2,2,Resident,Android,3,Vodafone,PrePaid,Passive,NotInUse
2021-12-27 19:14:00,-1.489607,53.370092,71,1,2,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-12-28 19:14:00,-1.457525,53.368315,21,1,3,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-12-29 19:14:00,-1.506881,53.391345,59,1,2,Non-UK,Android,3,Vodafone,PostPaid,Passive,NotInUse
2021-12-30 19:14:00,-1.474824,53.378842,30,2,1,UK,Android,3,Vodafone,PostPaid,Active,Voice
2021-12-31 19:14:00,-1.498320,53.392159,44,2,3,Resident,Android,1,BT,PrePaid,Passive,NotInUse
2022-01-01 19:14:00,-1.496562,53.391247,25,1,1,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2022-01-02 19:14:00,-1.446280,53.388917,60,U,1,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2022-01-03 19:14:00,-1.515335,53.384348,18,2,5,Resident,Apple,2,O2,PostPaid,Passive,NotInUse
2022-01-04 19:14:00,-1.476627,53.375270,75,2,3,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2022-01-05 19:14:00,-1.484174,53.372744,71,1,5,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2022-01-06 19:14:00,-1.463153,53.379214,61,1,4,Resident,Apple,2,O2,PostPaid,Active,Data
2022-01-07 19:14:00,-1.476529,53.389559,59,1,4,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2022-01-08 19:14:00,-1.458784,53.369459,18,2,2,Resident,Apple,2,O2,PostPaid,Passive,NotInUse
2022-01-09 19:14:00,-1.482967,53.376901,77,1,3,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2022-01-10 19:14:00,-1.479117,53.376695,36,2,4,UK,Apple,6,MVNO,PostPaid,Passive,NotInUse
2022-01-11 19:14:00,-1.476421,53.372846,25,2,4,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2022-01-12 19:14:00,-1.506308,53.385026,76,1,5,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2022-01-13 19:14:00,-1.435137,53.371027,28,2,1,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2022-01-14 19:14:00,-1.467418,53.376192,45,1,3,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2022-01-15 19:14:00,-1.463658,53.378221,19,1,5,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2022-01-16 19:14:00,-1.447382,53.385543,46,1,1,UK,Android,3,Vodafone,PrePaid,Passive,NotInUse
2022-01-17 19:14:00,-1.484592,53.385899,60,2,4,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2022-01-18 19:14:00,-1.478072,53.389250,41,2,4,UK,Android,4,EE,PostPaid,Passive,NotInUse
2022-01-19 19:14:00,-1.493712,53.381615,85,2,5,Resident,Apple,6,MVNO,PrePaid,Passive,NotInUse
2022-01-20 19:14:00,-1.512572,53.384351,47,2,5,UK,Android,6,MVNO,PrePaid,Passive,NotInUse
2022-01-21 19:14:00,-1.448959,53.378096,71,1,4,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2022-01-22 19:14:00,-1.496887,53.376853,79,1,4,Resident,Android,3,Vodafone,PrePaid,Passive,NotInUse
2022-01-23 19:14:00,-1.436054,53.370067,27,2,1,Resident,Apple,4,EE,PostPaid,Passive,NotInUse
2022-01-24 19:14:00,-1.444988,53.376614,29,2,3,Resident,Apple,5,Three,PrePaid,Passive,NotInUse
2022-01-25 19:14:00,-1.467135,53.380813,23,1,2,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2022-01-26 19:14:00,-1.513251,53.378134,49,2,3,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2022-01-27 19:14:00,-1.466434,53.379407,24,1,1,UK,Android,3,Vodafone,PostPaid,Active,Data
2022-01-28 19:14:00,-1.504809,53.369702,14,2,5,Resident,Apple,4,EE,PrePaid,Passive,NotInUse
2022-01-29 19:14:00,-1.459996,53.376426,41,1,1,Resident,Android,3,Vodafone,PrePaid,Active,Data
2022-01-30 19:14:00,-1.495379,53.374338,61,2,5,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2022-01-31 19:14:00,-1.490424,53.369621,65,1,5,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2022-02-01 19:14:00,-1.479924,53.368464,80,2,2,Resident,Apple,5,Three,PostPaid,Passive,NotInUse
2022-02-02 19:14:00,-1.465370,53.388664,25,1,1,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2022-02-03 19:14:00,-1.503775,53.379137,48,1,5,UK,Android,3,Vodafone,PostPaid,Passive,NotInUse
2022-02-04 19:14:00,-1.485999,53.389778,64,2,3,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2022-02-05 19:14:00,-1.444173,53.367893,64,1,1,Resident,Apple,4,EE,PrePaid,Passive,NotInUse
2022-02-06 19:14:00,-1.444464,53.387035,82,2,5,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2022-02-07 19:14:00,-1.481269,53.373690,66,1,5,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2022-02-08 19:14:00,-1.513130,53.368439,53,2,2,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2022-02-09 19:14:00,-1.467197,53.377542,80,2,3,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2022-02-10 19:14:00,-1.473328,53.370739,44,1,2,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2022-02-11 19:14:00,-1.459329,53.375438,40,2,5,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2022-02-12 19:14:00,-1.455242,53.369755,24,1,3,Resident,Android,2,O2,PrePaid,Active,Data
2022-02-13 19:14:00,-1.440547,53.369455,26,1,4,Resident,Android,4,EE,PrePaid,Passive,NotInUse
2022-02-14 19:14:00,-1.447820,53.388246,36,1,5,Resident,Android,1,BT,PostPaid,Active,Voice
2022-02-15 19:14:00,-1.461541,53.385259,32,1,5,Resident,Apple,3,Vodafone,PrePaid,Passive,NotInUse
2022-02-16 19:14:00,-1.484749,53.387352,63,1,4,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2022-02-17 19:14:00,-1.481454,53.376182,22,1,2,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2022-02-18 19:14:00,-1.445597,53.386307,37,2,4,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2022-02-19 19:14:00,-1.479224,53.380620,83,1,1,UK,Apple,5,Three,PostPaid,Passive,NotInUse
2022-02-20 19:14:00,-1.473933,53.369317,54,2,5,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2022-02-21 19:14:00,-1.506635,53.385068,15,2,4,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2022-02-22 19:14:00,-1.456227,53.370108,65,2,4,Resident,Android,1,BT,PrePaid,Passive,NotInUse
2022-02-23 19:14:00,-1.443157,53.387233,39,1,5,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2022-02-24 19:14:00,-1.471220,53.380608,66,2,5,UK,Apple,6,MVNO,PostPaid,Passive,NotInUse
2022-02-25 19:14:00,-1.471570,53.378742,13,1,2,UK,Android,4,EE,PostPaid,Passive,NotInUse
2022-02-26 19:14:00,-1.466492,53.369767,37,2,2,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2022-02-27 19:14:00,-1.475345,53.381261,80,2,1,Resident,Apple,2,O2,PrePaid,Passive,NotInUse
2022-02-28 19:14:00,-1.469162,53.380779,84,2,2,UK,Android,4,EE,PostPaid,Passive,NotInUse
2022-03-01 19:14:00,-1.464395,53.375889,57,1,4,Resident,Apple,6,MVNO,PostPaid,Passive,NotInUse
2022-03-02 19:14:00,-1.458480,53.384655,17,1,5,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2022-03-03 19:14:00,-1.442180,53.369091,34,1,5,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2022-03-04 19:14:00,-1.443648,53.386827,30,1,1,Non-UK,Android,6,MVNO,PostPaid,Active,Data
2022-03-05 19:14:00,-1.474882,53.390307,51,1,2,UK,Android,2,O2,PrePaid,Passive,NotInUse
2022-03-06 19:14:00,-1.445978,53.368796,69,2,3,Resident,Android,3,Vodafone,PrePaid,Passive,NotInUse
2022-03-07 19:14:00,-1.505350,53.372492,27,1,2,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2022-03-08 19:14:00,-1.509909,53.389788,69,1,4,UK,Android,1,BT,PrePaid,Passive,NotInUse
2022-03-09 19:14:00,-1.509874,53.371982,57,1,3,UK,Android,3,Vodafone,PostPaid,Passive,NotInUse
2022-03-10 19:14:00,-1.472203,53.387217,69,2,3,Non-UK,Android,6,MVNO,PrePaid,Passive,NotInUse
2022-03-11 19:14:00,-1.452139,53.389647,12,1,4,Resident,Android,6,MVNO,PrePaid,Passive,NotInUse
2022-03-12 19:14:00,-1.486477,53.384627,83,2,5,Resident,Apple,3,Vodafone,PostPaid,Passive,NotInUse
2022-03-13 19:14:00,-1.475285,53.378272,83,2,5,UK,Android,1,BT,PostPaid,Passive,NotInUse
2022-03-14 19:14:00,-1.506854,53.368790,72,1,1,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2022-03-15 19:14:00,-1.486143,53.384104,24,1,1,Resident,Apple,5,Three,PostPaid,Passive,NotInUse
2022-03-16 19:14:00,-1.459567,53.382142,84,2,3,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2022-03-17 19:14:00,-1.470956,53.374622,26,1,4,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2022-03-18 19:14:00,-1.454991,53.372516,85,1,1,Resident,Android,6,MVNO,PrePaid,Passive,NotInUse
2022-03-19 19:14:00,-1.501082,53.377676,54,1,2,UK,Android,1,BT,PostPaid,Active,Data
2022-03-20 19:14:00,-1.468639,53.379911,71,2,1,UK,Apple,6,MVNO,PostPaid,Passive,NotInUse
2022-03-21 19:14:00,-1.443982,53.378658,51,1,1,Resident,Apple,3,Vodafone,PostPaid,Passive,NotInUse
2022-03-22 19:14:00,-1.491708,53.380922,46,2,1,Resident,Android,5,Three,PrePaid,Active,Data
2022-03-23 19:14:00,-1.449470,53.381191,38,2,1,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2022-03-24 19:14:00,-1.507537,53.368306,73,2,3,Resident,Apple,4,EE,PostPaid,Passive,NotInUse
2022-03-25 19:14:00,-1.488577,53.371198,49,2,3,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2022-03-26 19:14:00,-1.454403,53.388846,20,1,4,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2022-03-27 19:14:00,-1.454769,53.384035,54,1,1,Resident,Apple,1,BT,PostPaid,Passive,NotInUse
2022-03-28 19:14:00,-1.438141,53.376865,34,2,5,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2022-03-29 19:14:00,-1.446259,53.380906,13,1,3,Resident,Android,1,BT,PostPaid,Active,Data
2022-03-30 19:14:00,-1.459676,53.390395,12,2,1,Resident,Android,4,EE,PrePaid,Passive,NotInUse
2022-03-31 19:14:00,-1.470525,53.370130,50,1,5,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2022-04-01 19:14:00,-1.438137,53.392400,36,2,2,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2022-04-02 19:14:00,-1.438971,53.388801,26,1,1,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2022-04-03 19:14:00,-1.499583,53.389171,52,1,5,Resident,Apple,2,O2,PostPaid,Passive,NotInUse
2022-04-04 19:14:00,-1.516079,53.370426,61,1,1,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2022-04-05 19:14:00,-1.443704,53.372853,72,2,1,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2022-04-06 19:14:00,-1.445036,53.391698,35,2,1,Resident,Apple,4,EE,PrePaid,Passive,NotInUse
2022-04-07 19:14:00,-1.472215,53.375345,21,2,3,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2022-04-08 19:14:00,-1.452713,53.376738,63,2,1,Resident,Android,1,BT,PrePaid,Passive,NotInUse
2022-04-09 19:14:00,-1.472378,53.371742,82,2,4,Resident,Android,5,Three,PrePaid,Passive,NotInUse
2022-04-10 19:14:00,-1.441121,53.389734,53,1,2,Resident,Apple,3,Vodafone,PostPaid,Passive,NotInUse
