PIckUpDateTime,Longitude,Latitude,Age,Sex,SpendCat,RedidentCat,AppleAndorid,NetworkFlag,NetworkProvider,PrePaidPostPaid,ActivePassive,VoiceData
2020-04-29 13:00:00+00,-1.475626,53.428539,19,1,1,2,2,90,5,1,1,2
2020-04-29 14:00:00+00,-1.480722,53.375788,48,1,1,2,1,90,5,1,2,1
2020-04-29 14:00:00+00,-1.480965,53.426988,38,1,1,2,1,90,5,2,2,1
2020-04-29 14:00:00+00,-1.475744,53.429819,36,1,2,2,2,90,5,1,1,1
2020-04-29 15:00:00+00,-1.479841,53.427308,33,1,3,2,1,90,5,1,2,1
2020-04-29 15:00:00+00,-1.480522,53.395658,42,1,4,2,2,90,5,1,2,1
2020-04-29 16:00:00+00,-1.475757,53.397239,60,1,2,2,1,90,5,1,1,1
2020-04-29 17:00:00+00,-1.475934,53.410309,59,1,5,2,1,90,5,1,2,1
2020-04-29 17:00:00+00,-1.475886,53.426349,81,1,1,2,1,90,5,1,1,1
2020-04-29 13:00:00+00,-1.479412,53.429788,19,1,3,3,2,90,5,2,2,1
2020-04-29 16:00:00+00,-1.475094,53.403059,51,1,4,3,2,90,5,1,1,1
2020-04-29 00:00:00+00,-1.475511,53.401309,49,1,3,1,2,91,5,1,2,1
2020-04-29 00:00:00+00,-1.479769,53.403898,65,1,1,1,1,91,5,1,2,1
2020-04-29 00:00:00+00,-1.483921,53.389263,27,1,3,1,2,91,5,1,1,1
2020-04-29 01:00:00+00,-1.475835,53.414299,51,1,5,1,2,91,5,1,2,1
2020-04-29 02:00:00+00,-1.480232,53.406818,22,1,1,1,1,91,5,1,2,1
2020-04-29 02:00:00+00,-1.464681,53.37282,59,1,4,1,2,91,5,1,1,2
2020-04-29 03:00:00+00,-1.491711,53.384481,16,1,4,1,1,91,5,1,1,1
2020-04-29 03:00:00+00,-1.462969,53.375378,20,1,2,1,1,91,5,1,1,1
2020-04-29 04:00:00+00,-1.493987,53.372574,17,1,2,1,2,91,5,1,2,1
2020-04-29 05:00:00+00,-1.47489,53.419079,53,1,1,1,1,91,5,1,1,1
2020-04-29 06:00:00+00,-1.474938,53.412899,47,1,4,1,2,91,5,2,1,1
2020-04-29 06:00:00+00,-1.497358,53.392404,17,1,3,1,1,91,5,1,1,1
2020-04-29 06:00:00+00,-1.471275,53.375704,38,1,4,1,2,91,5,1,1,1
2020-04-29 07:00:00+00,-1.479862,53.420648,84,1,1,1,2,91,5,1,2,1
2020-04-29 07:00:00+00,-1.514128,53.378872,44,1,2,1,1,91,5,1,1,1
2020-04-29 07:00:00+00,-1.437933,53.3742,20,1,5,1,2,91,5,1,1,1
2020-04-29 07:00:00+00,-1.475529,53.371134,39,1,1,1,2,91,5,1,1,2
2020-04-29 08:00:00+00,-1.496812,53.384251,78,1,1,1,2,91,5,1,1,1
2020-04-29 08:00:00+00,-1.442434,53.378291,16,1,4,1,2,91,5,1,1,1
2020-04-29 09:00:00+00,-1.464494,53.386212,34,1,1,1,1,91,5,1,2,1
2020-04-29 10:00:00+00,-1.437813,53.390207,27,1,4,1,2,91,5,1,1,1
2020-04-29 10:00:00+00,-1.47349,53.378833,49,1,1,1,1,91,5,1,1,2
2020-04-29 11:00:00+00,-1.479447,53.371496,35,1,1,1,2,91,5,1,2,1
2020-04-29 13:00:00+00,-1.479666,53.498558,38,1,4,1,1,91,5,1,2,1
2020-04-29 14:00:00+00,-1.480024,53.405878,71,1,2,1,2,91,5,1,1,1
2020-04-29 14:00:00+00,-1.479955,53.379658,55,1,2,1,2,91,5,1,1,2
2020-04-29 15:00:00+00,-1.510741,53.375246,22,1,3,1,1,91,5,1,1,1
2020-04-29 15:00:00+00,-1.480747,53.397378,16,1,2,1,2,91,5,1,1,1
2020-04-29 15:00:00+00,-1.479928,53.450618,73,1,3,1,2,91,5,1,2,1
2020-04-29 15:00:00+00,-1.479677,53.502368,42,1,2,1,1,91,5,1,2,1
2020-04-29 16:00:00+00,-1.495581,53.371787,53,1,2,1,2,91,5,1,1,1
2020-04-29 16:00:00+00,-1.480165,53.473538,46,1,3,1,2,91,5,1,1,1
2020-04-29 17:00:00+00,-1.480996,53.432828,31,1,2,1,2,91,5,1,2,1
2020-04-29 18:00:00+00,-1.469906,53.388126,33,1,2,1,1,91,5,1,2,1
2020-04-29 18:00:00+00,-1.479977,53.488818,45,1,3,1,2,91,5,1,2,1
2020-04-29 18:00:00+00,-1.479114,53.380728,22,1,3,1,2,91,5,1,1,1
2020-04-29 19:00:00+00,-1.480897,53.478588,16,1,5,1,1,91,5,1,1,1
2020-04-29 20:00:00+00,-1.436893,53.368755,34,1,4,1,2,91,5,1,1,1
2020-04-29 20:00:00+00,-1.440531,53.377745,22,1,1,1,1,91,5,1,1,1
2020-04-29 21:00:00+00,-1.501321,53.381281,64,1,5,1,2,91,5,2,2,1
2020-04-29 22:00:00+00,-1.514342,53.372515,72,1,3,1,2,91,5,1,1,1
2020-04-29 23:00:00+00,-1.479905,53.384198,32,1,3,1,1,91,5,1,2,2
2020-04-29 23:00:00+00,-1.439974,53.387624,29,1,2,1,2,91,5,2,2,1
2020-04-29 23:00:00+00,-1.441808,53.372484,72,1,2,1,2,91,5,1,2,1
2020-04-29 23:00:00+00,-1.458682,53.368901,16,1,5,1,2,91,5,1,2,1
2020-04-29 23:00:00+00,-1.496884,53.390425,45,1,4,1,1,91,5,1,2,1
2020-04-29 23:00:00+00,-1.443252,53.368339,18,1,4,1,1,91,5,1,1,1
2020-04-29 23:00:00+00,-1.515318,53.384453,72,1,2,1,1,91,5,1,2,1
2020-04-29 09:00:00+00,-1.479778,53.505108,47,1,4,2,2,91,5,1,1,1
2020-04-29 09:00:00+00,-1.480228,53.389088,81,1,3,2,2,91,5,1,2,1
2020-04-29 09:00:00+00,-1.479917,53.410618,60,1,2,2,2,91,5,2,2,1
2020-04-29 11:00:00+00,-1.479585,53.393458,47,1,4,2,2,91,5,1,1,1
2020-04-29 11:00:00+00,-1.479382,53.477498,51,1,2,2,1,91,5,2,2,1
2020-04-29 11:00:00+00,-1.479358,53.425428,60,1,5,2,2,91,5,1,2,1
2020-04-29 12:00:00+00,-1.480368,53.441328,59,1,4,2,2,91,5,1,2,1
2020-04-29 12:00:00+00,-1.480158,53.431608,57,1,1,2,1,91,5,1,1,1
2020-04-29 12:00:00+00,-1.480098,53.464588,75,1,2,2,1,91,5,1,2,1
2020-04-29 14:00:00+00,-1.480644,53.500368,25,1,2,2,1,91,5,1,1,1
2020-04-29 14:00:00+00,-1.479626,53.398548,69,1,4,2,2,91,5,1,2,1
2020-04-29 15:00:00+00,-1.479533,53.405848,39,1,3,2,2,91,5,1,2,1
2020-04-29 15:00:00+00,-1.474964,53.426599,28,1,2,2,2,91,5,1,1,1
2020-04-29 15:00:00+00,-1.475428,53.389689,42,1,4,2,2,91,5,1,1,1
2020-04-29 17:00:00+00,-1.480378,53.481278,53,1,5,2,2,91,5,1,2,1
2020-04-29 14:00:00+00,-1.479269,53.405628,52,1,5,3,2,91,5,2,2,1
2020-04-29 14:00:00+00,-1.48043,53.378518,49,1,4,3,1,91,5,1,2,1
2020-04-29 00:00:00+00,-1.45415,53.392151,32,1,2,1,2,92,5,1,2,1
2020-04-29 00:00:00+00,-1.505554,53.375014,45,1,1,1,1,92,5,1,1,2
2020-04-29 00:00:00+00,-1.451293,53.376743,61,1,2,1,2,92,5,1,2,1
2020-04-29 01:00:00+00,-1.47568,53.406499,63,1,5,1,1,92,5,1,2,1
2020-04-29 01:00:00+00,-1.479814,53.488648,45,1,1,1,2,92,5,1,2,1
2020-04-29 01:00:00+00,-1.48026,53.499428,67,1,1,1,1,92,5,1,1,1
2020-04-29 01:00:00+00,-1.479862,53.420648,42,1,3,1,1,92,5,1,1,1
2020-04-29 01:00:00+00,-1.443252,53.368339,20,1,1,1,1,92,5,1,1,1
2020-04-29 01:00:00+00,-1.498149,53.375594,16,1,4,1,2,92,5,1,1,1
2020-04-29 02:00:00+00,-1.445273,53.372659,33,1,3,1,2,92,5,1,1,1
2020-04-29 02:00:00+00,-1.436896,53.379819,43,1,1,1,2,92,5,1,2,1
2020-04-29 02:00:00+00,-1.465375,53.380078,42,1,1,1,1,92,5,1,2,1
2020-04-29 03:00:00+00,-1.475835,53.414299,24,1,3,1,1,92,5,1,1,1
2020-04-29 05:00:00+00,-1.46385,53.381872,55,1,4,1,1,92,5,1,1,1
2020-04-29 06:00:00+00,-1.451433,53.388977,60,1,5,1,2,92,5,1,2,1
2020-04-29 06:00:00+00,-1.445314,53.374245,47,1,2,1,2,92,5,1,2,1
2020-04-29 07:00:00+00,-1.475725,53.381029,69,1,4,1,1,92,5,1,1,1
2020-04-29 08:00:00+00,-1.459941,53.380286,82,1,3,1,1,92,5,1,1,1
2020-04-29 08:00:00+00,-1.480858,53.488498,39,1,3,1,2,92,5,1,2,1
2020-04-29 08:00:00+00,-1.479683,53.414678,60,1,1,1,2,92,5,1,1,1
2020-04-29 09:00:00+00,-1.437962,53.38722,31,1,2,1,2,92,5,1,1,1
2020-04-29 09:00:00+00,-1.466033,53.372192,27,1,1,1,2,92,5,1,1,1
2020-04-29 09:00:00+00,-1.441179,53.380539,21,1,2,1,2,92,5,1,1,1
2020-04-29 09:00:00+00,-1.479938,53.398508,24,1,4,1,1,92,5,1,2,1
2020-04-29 10:00:00+00,-1.483456,53.37957,19,1,4,1,2,92,5,1,2,1
2020-04-29 10:00:00+00,-1.462263,53.376652,67,1,2,1,1,92,5,2,2,1
2020-04-29 10:00:00+00,-1.491296,53.389152,49,1,2,1,1,92,5,1,2,1
2020-04-29 10:00:00+00,-1.479388,53.483098,41,1,3,1,2,92,5,1,2,1
2020-04-29 11:00:00+00,-1.453729,53.381442,31,1,3,1,1,92,5,1,2,1
2020-04-29 11:00:00+00,-1.461192,53.374898,40,1,4,1,2,92,5,1,2,1
2020-04-29 11:00:00+00,-1.480135,53.449828,62,1,3,1,1,92,5,1,1,1
2020-04-29 11:00:00+00,-1.48032,53.499358,65,1,4,1,1,92,5,1,1,2
2020-04-29 12:00:00+00,-1.492604,53.392188,77,1,2,1,1,92,5,2,2,1
2020-04-29 12:00:00+00,-1.497338,53.390925,33,1,3,1,2,92,5,1,2,1
2020-04-29 12:00:00+00,-1.496719,53.378552,60,1,4,1,1,92,5,1,1,1
2020-04-29 12:00:00+00,-1.438973,53.392045,30,1,5,1,1,92,5,1,2,1
2020-04-29 12:00:00+00,-1.47975,53.494808,76,1,3,1,1,92,5,1,1,1
2020-04-29 13:00:00+00,-1.480103,53.443518,21,1,4,1,2,92,5,1,2,1
2020-04-29 14:00:00+00,-1.476712,53.387631,60,1,1,1,2,92,5,1,1,1
2020-04-29 14:00:00+00,-1.4631,53.389735,52,1,1,1,2,92,5,1,2,1
2020-04-29 14:00:00+00,-1.480606,53.476988,62,1,4,1,1,92,5,2,2,1
2020-04-29 14:00:00+00,-1.480908,53.497338,28,1,3,1,2,92,5,2,2,1
2020-04-29 17:00:00+00,-1.480801,53.455598,31,1,3,1,1,92,5,1,1,1
2020-04-29 18:00:00+00,-1.4791,53.479198,16,1,3,1,2,92,5,1,2,2
2020-04-29 18:00:00+00,-1.480127,53.400868,23,1,2,1,1,92,5,1,1,1
2020-04-29 18:00:00+00,-1.479408,53.470808,29,1,1,1,2,92,5,1,2,1
2020-04-29 20:00:00+00,-1.46152,53.372859,64,1,4,1,1,92,5,1,1,1
2020-04-29 20:00:00+00,-1.490628,53.367677,40,1,2,1,1,92,5,1,2,1
2020-04-29 21:00:00+00,-1.493406,53.387483,65,1,5,1,1,92,5,1,1,1
2020-04-29 22:00:00+00,-1.480241,53.384988,28,1,3,1,1,92,5,1,1,1
2020-04-29 22:00:00+00,-1.453385,53.385472,40,1,3,1,1,92,5,1,1,1
2020-04-29 23:00:00+00,-1.480871,53.442498,58,1,2,1,2,92,5,1,2,1
2020-04-29 09:00:00+00,-1.479759,53.444468,58,1,3,2,2,92,5,1,1,2
2020-04-29 09:00:00+00,-1.475045,53.420169,16,1,1,2,1,92,5,1,1,1
2020-04-29 10:00:00+00,-1.480868,53.433798,65,1,3,2,1,92,5,1,2,1
2020-04-29 10:00:00+00,-1.480697,53.392538,36,1,4,2,1,92,5,1,1,1
2020-04-29 10:00:00+00,-1.479919,53.511828,58,1,2,2,2,92,5,2,2,1
2020-04-29 11:00:00+00,-1.480702,53.436278,47,1,3,2,1,92,5,1,1,2
2020-04-29 11:00:00+00,-1.480223,53.505268,28,1,5,2,2,92,5,1,2,1
2020-04-29 11:00:00+00,-1.479323,53.471398,25,1,1,2,2,92,5,1,1,1
2020-04-29 12:00:00+00,-1.480034,53.382688,79,1,1,2,2,92,5,1,1,1
2020-04-29 13:00:00+00,-1.480034,53.394218,54,1,2,2,2,92,5,1,1,1
2020-04-29 13:00:00+00,-1.475472,53.396779,34,1,5,2,2,92,5,2,2,1
2020-04-29 14:00:00+00,-1.47495,53.430509,46,1,2,2,2,92,5,1,1,2
2020-04-29 15:00:00+00,-1.480189,53.393878,64,1,4,2,1,92,5,1,1,1
2020-04-29 16:00:00+00,-1.479023,53.415478,45,1,4,2,2,92,5,1,2,1
2020-04-29 16:00:00+00,-1.474903,53.396979,19,1,3,2,2,92,5,1,2,1
2020-04-29 17:00:00+00,-1.479393,53.428398,34,1,4,2,2,92,5,1,2,1
2020-04-29 11:00:00+00,-1.480838,53.452078,17,1,4,3,1,92,5,1,1,1
2020-04-29 12:00:00+00,-1.479465,53.501348,22,1,3,3,1,92,5,1,2,1
2020-04-29 13:00:00+00,-1.48046,53.454408,51,1,4,3,1,92,5,1,2,1
2020-04-29 16:00:00+00,-1.474924,53.383179,35,1,1,3,2,92,5,1,1,1
2020-04-29 00:00:00+00,-1.47559,53.385439,33,1,1,1,2,93,5,1,1,1
2020-04-29 00:00:00+00,-1.444518,53.371659,77,1,2,1,1,93,5,1,1,1
2020-04-29 01:00:00+00,-1.479558,53.414078,54,1,5,1,2,93,5,1,2,1
2020-04-29 01:00:00+00,-1.490353,53.389486,58,1,1,1,2,93,5,1,2,1
2020-04-29 02:00:00+00,-1.480044,53.375608,79,1,5,1,2,93,5,1,2,1
2020-04-29 02:00:00+00,-1.479862,53.420648,71,1,3,1,2,93,5,1,2,1
2020-04-29 03:00:00+00,-1.478335,53.388808,34,1,2,1,1,93,5,1,2,1
2020-04-29 04:00:00+00,-1.479269,53.385498,26,1,2,1,1,93,5,1,2,1
2020-04-29 04:00:00+00,-1.505235,53.390119,43,1,3,1,1,93,5,1,2,1
2020-04-29 05:00:00+00,-1.480289,53.508678,20,1,5,1,1,93,5,1,2,1
2020-04-29 05:00:00+00,-1.452381,53.387725,39,1,2,1,1,93,5,1,2,1
2020-04-29 05:00:00+00,-1.436527,53.375914,34,1,1,1,2,93,5,1,2,1
2020-04-29 05:00:00+00,-1.44225,53.380168,26,1,3,1,1,93,5,1,2,1
2020-04-29 08:00:00+00,-1.462891,53.369084,36,1,3,1,1,93,5,1,1,1
2020-04-29 08:00:00+00,-1.496123,53.388837,37,1,5,1,2,93,5,2,2,1
2020-04-29 09:00:00+00,-1.472895,53.384881,40,1,2,1,2,93,5,1,2,1
2020-04-29 10:00:00+00,-1.446614,53.370432,44,1,2,1,2,93,5,1,2,1
2020-04-29 10:00:00+00,-1.480117,53.474848,46,1,3,1,1,93,5,1,1,1
2020-04-29 11:00:00+00,-1.479301,53.493788,82,1,4,1,1,93,5,1,2,1
2020-04-29 11:00:00+00,-1.48002,53.482888,25,1,2,1,2,93,5,1,2,1
2020-04-29 12:00:00+00,-1.501089,53.378659,21,1,3,1,2,93,5,1,1,1
2020-04-29 12:00:00+00,-1.44427,53.375971,27,1,5,1,1,93,5,1,2,1
2020-04-29 12:00:00+00,-1.446525,53.382784,19,1,3,1,2,93,5,1,1,2
2020-04-29 12:00:00+00,-1.479818,53.476098,67,1,5,1,2,93,5,1,1,1
2020-04-29 12:00:00+00,-1.480757,53.477758,17,1,1,1,2,93,5,1,2,1
2020-04-29 13:00:00+00,-1.499176,53.381914,33,1,1,1,2,93,5,1,2,1
2020-04-29 13:00:00+00,-1.480251,53.440378,52,1,3,1,2,93,5,1,1,2
2020-04-29 13:00:00+00,-1.479027,53.453838,56,1,1,1,2,93,5,2,1,1
2020-04-29 14:00:00+00,-1.469354,53.385093,37,1,2,1,1,93,5,2,1,1
2020-04-29 14:00:00+00,-1.480707,53.470098,60,1,1,1,2,93,5,1,1,2
2020-04-29 15:00:00+00,-1.443186,53.378563,79,1,4,1,2,93,5,1,2,1
2020-04-29 15:00:00+00,-1.479289,53.490348,64,1,2,1,2,93,5,1,1,1
2020-04-29 16:00:00+00,-1.502634,53.374862,81,1,1,1,1,93,5,1,2,1
2020-04-29 16:00:00+00,-1.464689,53.371949,56,1,1,1,2,93,5,1,1,1
2020-04-29 16:00:00+00,-1.447753,53.381466,30,1,5,1,2,93,5,1,1,1
2020-04-29 17:00:00+00,-1.480856,53.464428,27,1,5,1,2,93,5,1,1,1
2020-04-29 17:00:00+00,-1.480769,53.377738,63,1,4,1,2,93,5,1,1,1
2020-04-29 18:00:00+00,-1.469483,53.389958,50,1,3,1,2,93,5,1,1,1
2020-04-29 18:00:00+00,-1.501232,53.373508,78,1,1,1,2,93,5,1,2,1
2020-04-29 18:00:00+00,-1.484411,53.379015,70,1,5,1,1,93,5,1,2,1
2020-04-29 18:00:00+00,-1.480947,53.429978,25,1,5,1,1,93,5,1,2,1
2020-04-29 18:00:00+00,-1.480976,53.409378,49,1,1,1,2,93,5,1,2,1
2020-04-29 19:00:00+00,-1.496835,53.378673,31,1,4,1,2,93,5,1,2,1
2020-04-29 19:00:00+00,-1.479725,53.370195,49,1,2,1,1,93,5,1,2,1
2020-04-29 19:00:00+00,-1.479762,53.384598,53,1,1,1,2,93,5,1,1,1
2020-04-29 19:00:00+00,-1.479977,53.461248,62,1,3,1,1,93,5,1,2,1
2020-04-29 20:00:00+00,-1.502091,53.386445,61,1,4,1,1,93,5,1,1,1
2020-04-29 21:00:00+00,-1.47925,53.406158,58,1,2,1,1,93,5,1,2,1
2020-04-29 21:00:00+00,-1.44684,53.373689,24,1,1,1,2,93,5,1,1,1
2020-04-29 21:00:00+00,-1.459578,53.386546,40,1,3,1,1,93,5,2,2,2
2020-04-29 21:00:00+00,-1.512885,53.370011,49,1,5,1,1,93,5,1,2,1
2020-04-29 22:00:00+00,-1.503117,53.387856,36,1,5,1,1,93,5,1,2,2
2020-04-29 22:00:00+00,-1.440912,53.379798,77,1,4,1,2,93,5,1,1,1
2020-04-29 22:00:00+00,-1.491419,53.371528,36,1,4,1,2,93,5,1,2,1
2020-04-29 22:00:00+00,-1.469914,53.373128,16,1,4,1,1,93,5,1,2,1
2020-04-29 23:00:00+00,-1.47918,53.376028,22,1,1,1,2,93,5,1,2,1
2020-04-29 10:00:00+00,-1.480957,53.390328,56,1,5,2,1,93,5,1,1,1
2020-04-29 11:00:00+00,-1.480441,53.403468,75,1,4,2,1,93,5,2,1,1
2020-04-29 12:00:00+00,-1.47949,53.446988,83,1,3,2,2,93,5,1,1,1
2020-04-29 12:00:00+00,-1.479402,53.471128,28,1,3,2,2,93,5,1,1,1
2020-04-29 12:00:00+00,-1.479777,53.505718,30,1,4,2,2,93,5,1,2,1
2020-04-29 13:00:00+00,-1.475154,53.436829,38,1,5,2,1,93,5,1,1,1
2020-04-29 14:00:00+00,-1.479111,53.429718,49,1,5,2,1,93,5,1,2,1
2020-04-29 14:00:00+00,-1.479478,53.432068,57,1,3,2,1,93,5,1,2,1
2020-04-29 14:00:00+00,-1.479884,53.472828,16,1,5,2,2,93,5,1,1,1
2020-04-29 16:00:00+00,-1.479121,53.394698,42,1,4,2,1,93,5,1,2,1
2020-04-29 17:00:00+00,-1.479888,53.406648,54,1,2,2,2,93,5,1,2,1
2020-04-29 17:00:00+00,-1.480905,53.505388,85,1,4,2,2,93,5,1,1,1
2020-04-29 11:00:00+00,-1.475825,53.431949,81,1,1,3,1,93,5,1,1,1
2020-04-29 12:00:00+00,-1.475747,53.380569,18,1,3,3,1,93,5,1,2,1
2020-04-29 00:00:00+00,-1.48102,53.388788,59,1,3,1,1,94,5,1,1,1
2020-04-29 00:00:00+00,-1.514973,53.384243,37,1,5,1,1,94,5,1,2,1
2020-04-29 00:00:00+00,-1.43881,53.380535,39,1,5,1,2,94,5,1,2,1
2020-04-29 01:00:00+00,-1.479965,53.392248,16,1,5,1,2,94,5,1,2,1
2020-04-29 01:00:00+00,-1.480847,53.442698,16,1,5,1,1,94,5,1,2,1
2020-04-29 01:00:00+00,-1.514128,53.378872,57,1,4,1,1,94,5,1,1,2
2020-04-29 01:00:00+00,-1.484772,53.39162,46,1,3,1,2,94,5,1,1,1
2020-04-29 03:00:00+00,-1.484311,53.386714,36,1,2,1,2,94,5,1,1,1
2020-04-29 03:00:00+00,-1.47749,53.390988,23,1,3,1,2,94,5,1,2,1
2020-04-29 04:00:00+00,-1.475241,53.412619,50,1,5,1,1,94,5,1,2,2
2020-04-29 04:00:00+00,-1.50802,53.385109,46,1,3,1,1,94,5,1,2,2
2020-04-29 05:00:00+00,-1.475441,53.432129,17,1,5,1,2,94,5,1,2,1
2020-04-29 05:00:00+00,-1.437933,53.3742,52,1,5,1,2,94,5,1,1,1
2020-04-29 05:00:00+00,-1.50515,53.390219,59,1,4,1,2,94,5,1,1,1
2020-04-29 05:00:00+00,-1.483358,53.391041,36,1,1,1,1,94,5,1,1,1
2020-04-29 05:00:00+00,-1.489931,53.373167,26,1,3,1,1,94,5,1,1,2
2020-04-29 06:00:00+00,-1.480596,53.405348,65,1,2,1,1,94,5,1,1,1
2020-04-29 06:00:00+00,-1.489656,53.379923,45,1,2,1,2,94,5,1,2,1
2020-04-29 08:00:00+00,-1.451856,53.376715,56,1,4,1,1,94,5,1,2,1
2020-04-29 10:00:00+00,-1.485501,53.377186,85,1,4,1,2,94,5,1,1,1
2020-04-29 10:00:00+00,-1.480914,53.442728,24,1,3,1,1,94,5,1,2,1
2020-04-29 10:00:00+00,-1.480616,53.467468,25,1,1,1,1,94,5,1,1,1
2020-04-29 10:00:00+00,-1.480436,53.407118,63,1,5,1,1,94,5,1,2,1
2020-04-29 11:00:00+00,-1.451481,53.380757,23,1,1,1,1,94,5,1,2,1
2020-04-29 11:00:00+00,-1.486173,53.392039,48,1,3,1,2,94,5,1,2,1
2020-04-29 11:00:00+00,-1.50351,53.384009,51,1,3,1,2,94,5,2,2,1
2020-04-29 11:00:00+00,-1.480833,53.472358,18,1,5,1,1,94,5,1,1,1
2020-04-29 12:00:00+00,-1.50786,53.377894,47,1,2,1,1,94,5,2,2,1
2020-04-29 12:00:00+00,-1.445547,53.369603,46,1,5,1,1,94,5,1,1,1
2020-04-29 12:00:00+00,-1.503874,53.388247,63,1,1,1,1,94,5,1,2,1
2020-04-29 12:00:00+00,-1.480889,53.383368,58,1,5,1,1,94,5,1,2,1
2020-04-29 13:00:00+00,-1.466736,53.383378,27,1,2,1,2,94,5,2,1,1
2020-04-29 13:00:00+00,-1.476598,53.369385,36,1,3,1,2,94,5,1,2,1
2020-04-29 13:00:00+00,-1.480078,53.489548,35,1,3,1,1,94,5,1,1,1
2020-04-29 14:00:00+00,-1.480833,53.440718,16,1,4,1,2,94,5,1,2,1
2020-04-29 15:00:00+00,-1.459041,53.375312,48,1,1,1,2,94,5,2,2,1
2020-04-29 16:00:00+00,-1.472868,53.392374,48,1,2,1,1,94,5,1,1,1
2020-04-29 16:00:00+00,-1.480014,53.399428,76,1,5,1,1,94,5,1,2,1
2020-04-29 16:00:00+00,-1.480286,53.384778,20,1,5,1,1,94,5,1,1,1
2020-04-29 17:00:00+00,-1.480044,53.457658,37,1,3,1,2,94,5,1,2,1
2020-04-29 18:00:00+00,-1.477727,53.385469,31,1,3,1,2,94,5,2,1,1
2020-04-29 19:00:00+00,-1.51137,53.384082,59,1,4,1,1,94,5,2,2,1
2020-04-29 20:00:00+00,-1.475714,53.442369,56,1,1,1,1,94,5,2,1,1
2020-04-29 20:00:00+00,-1.480746,53.451178,59,1,1,1,2,94,5,1,1,1
2020-04-29 20:00:00+00,-1.44684,53.373689,28,1,2,1,1,94,5,1,1,1
2020-04-29 20:00:00+00,-1.441787,53.379835,24,1,3,1,2,94,5,1,2,2
2020-04-29 20:00:00+00,-1.451293,53.376743,24,1,1,1,1,94,5,1,1,1
2020-04-29 20:00:00+00,-1.514755,53.370099,52,1,5,1,2,94,5,1,1,1
2020-04-29 22:00:00+00,-1.484554,53.384112,26,1,4,1,1,94,5,1,1,1
2020-04-29 22:00:00+00,-1.469849,53.371525,64,1,4,1,2,94,5,1,1,2
2020-04-29 23:00:00+00,-1.461131,53.369183,35,1,4,1,2,94,5,2,2,1
2020-04-29 23:00:00+00,-1.468976,53.391048,18,1,2,1,2,94,5,1,2,1
2020-04-29 09:00:00+00,-1.479074,53.462418,50,1,4,2,1,94,5,1,1,1
2020-04-29 09:00:00+00,-1.47902,53.427568,31,1,5,2,2,94,5,1,2,1
2020-04-29 10:00:00+00,-1.479506,53.462478,16,1,1,2,1,94,5,1,1,1
2020-04-29 11:00:00+00,-1.479291,53.402038,35,1,3,2,1,94,5,1,1,1
2020-04-29 12:00:00+00,-1.480099,53.386278,55,1,4,2,1,94,5,1,1,1
2020-04-29 12:00:00+00,-1.479953,53.381398,17,1,1,2,2,94,5,1,1,1
2020-04-29 13:00:00+00,-1.479363,53.467518,82,1,5,2,1,94,5,1,1,1
2020-04-29 13:00:00+00,-1.479629,53.431028,65,1,2,2,2,94,5,1,1,1
2020-04-29 14:00:00+00,-1.479894,53.438468,81,1,5,2,1,94,5,1,2,1
2020-04-29 14:00:00+00,-1.480847,53.446718,17,1,5,2,2,94,5,1,2,1
2020-04-29 15:00:00+00,-1.479312,53.411218,55,1,2,2,1,94,5,1,2,1
2020-04-29 15:00:00+00,-1.480395,53.506888,20,1,5,2,2,94,5,1,2,1
2020-04-29 16:00:00+00,-1.480155,53.434838,46,1,5,2,2,94,5,1,1,1
2020-04-29 16:00:00+00,-1.479269,53.485828,51,1,3,2,1,94,5,1,1,1
2020-04-29 17:00:00+00,-1.47943,53.385878,60,1,5,2,1,94,5,2,1,1
2020-04-29 17:00:00+00,-1.475191,53.401119,84,1,5,2,2,94,5,1,1,1
2020-04-29 10:00:00+00,-1.480221,53.488078,43,1,3,3,1,94,5,1,2,1
2020-04-29 11:00:00+00,-1.475154,53.408209,53,1,4,3,2,94,5,1,1,1
2020-04-29 13:00:00+00,-1.480836,53.403118,30,1,4,3,1,94,5,1,2,1
2020-04-29 14:00:00+00,-1.479356,53.433478,48,1,1,3,1,94,5,1,2,1
2020-04-29 14:00:00+00,-1.474969,53.425159,50,1,1,3,1,94,5,1,1,1
2020-04-29 15:00:00+00,-1.479513,53.424448,27,1,4,3,1,94,5,2,1,1
2020-04-29 00:00:00+00,-1.475229,53.411119,39,1,4,1,2,95,6,1,1,1
2020-04-29 01:00:00+00,-1.479472,53.386718,30,1,1,1,1,95,6,1,1,1
2020-04-29 01:00:00+00,-1.43881,53.380535,83,1,4,1,2,95,6,1,2,1
2020-04-29 01:00:00+00,-1.446283,53.386594,62,1,1,1,2,95,6,2,2,2
2020-04-29 02:00:00+00,-1.46289,53.369588,74,1,1,1,1,95,6,1,1,1
2020-04-29 02:00:00+00,-1.468677,53.37209,22,1,3,1,2,95,6,1,1,1
2020-04-29 03:00:00+00,-1.475328,53.419859,24,1,4,1,1,95,6,1,2,1
2020-04-29 04:00:00+00,-1.489905,53.377385,76,1,2,1,2,95,6,1,2,1
2020-04-29 05:00:00+00,-1.49808,53.383824,39,1,2,1,2,95,6,1,1,1
2020-04-29 06:00:00+00,-1.48026,53.499428,42,1,2,1,2,95,6,1,1,1
