PIckUpDateTime,Latitude,Longitude,Age,Sex,SpendCat,RedidentCat,AppleAndorid,NetworkFlag,NetworkProvider,PrePaidPostPaid,ActivePassive,VoiceData
2020-04-29 18:00:00+00,-1.460173,53.489155,41,2,4,1,1,89,5,1,1,1
2020-04-29 19:00:00+00,-1.488293,53.394017,17,2,1,1,1,89,5,1,2,1
2020-04-29 21:00:00+00,-1.421194,53.391272,65,2,5,1,1,89,5,1,2,1
2020-04-29 21:00:00+00,-1.507449,53.397181,55,2,1,1,1,89,5,1,1,1
2020-04-29 22:00:00+00,-1.427929,53.389758,46,2,3,1,1,89,5,1,1,1
2020-04-29 22:00:00+00,-1.509886,53.375749,24,1,3,1,1,89,5,1,1,1
2020-04-29 23:00:00+00,-1.436153,53.370797,58,1,5,1,1,89,5,1,2,1
2020-04-29 09:00:00+00,-1.461854,53.477845,37,1,3,2,1,89,5,1,1,1
2020-04-29 10:00:00+00,-1.466541,53.513795,46,2,4,2,1,89,5,1,1,1
2020-04-29 10:00:00+00,-1.460648,53.482745,34,1,2,2,1,89,5,1,1,1
2020-04-29 12:00:00+00,-1.477329,53.474335,51,1,3,2,1,89,5,1,1,1
2020-04-29 12:00:00+00,-1.468663,53.424965,41,2,4,2,1,89,5,1,1,1
2020-04-29 12:00:00+00,-1.47141,53.508165,30,2,3,2,1,89,5,1,1,1
2020-04-29 12:00:00+00,-1.472392,53.432697,46,2,3,2,1,89,5,1,2,1
2020-04-29 14:00:00+00,-1.484295,53.502095,51,2,2,2,1,89,5,1,2,1
2020-04-29 17:00:00+00,-1.471855,53.506525,56,1,4,2,1,89,5,2,2,1
2020-04-29 11:00:00+00,-1.467481,53.433377,63,2,1,3,1,89,5,1,1,1
2020-04-29 11:00:00+00,-1.46589,53.382707,53,2,3,3,1,89,5,1,1,1
2020-04-29 12:00:00+00,-1.476977,53.512955,33,2,1,3,1,89,5,1,2,1
2020-04-29 12:00:00+00,-1.47117,53.386067,77,2,1,3,1,89,5,1,1,1
2020-04-29 12:00:00+00,-1.47234,53.409917,56,1,3,3,1,89,5,1,2,1
2020-04-29 16:00:00+00,-1.471925,53.419527,25,3,5,3,1,89,5,1,2,1
2020-04-29 00:00:00+00,-1.462409,53.380537,42,1,1,1,1,90,5,1,1,1
2020-04-29 00:00:00+00,-1.51786,53.393017,16,2,2,1,1,90,5,1,2,1
2020-04-29 01:00:00+00,-1.476157,53.364621,58,1,1,1,1,90,5,2,1,1
2020-04-29 02:00:00+00,-1.460021,53.388347,30,2,5,1,1,90,5,1,2,1
2020-04-29 02:00:00+00,-1.520898,53.378775,34,1,1,1,1,90,5,1,1,1
2020-04-29 03:00:00+00,-1.51405,53.392755,24,2,1,1,1,90,5,2,2,1
2020-04-29 03:00:00+00,-1.465415,53.371379,54,1,3,1,1,90,5,1,1,1
2020-04-29 03:00:00+00,-1.479061,53.377079,27,2,5,1,1,90,5,1,2,1
2020-04-29 06:00:00+00,-1.442714,53.364378,71,2,5,1,1,90,5,1,1,1
2020-04-29 06:00:00+00,-1.446211,53.375739,71,2,2,1,1,90,5,1,2,1
2020-04-29 07:00:00+00,-1.515393,53.388754,34,1,3,1,1,90,5,1,2,1
2020-04-29 07:00:00+00,-1.510301,53.395952,61,1,3,1,1,90,5,1,2,1
2020-04-29 07:00:00+00,-1.45006,53.37299,64,2,3,1,1,90,5,1,2,1
2020-04-29 08:00:00+00,-1.47158,53.494065,30,2,3,1,1,90,5,1,2,2
2020-04-29 08:00:00+00,-1.477379,53.416045,58,1,5,1,1,90,5,1,2,1
2020-04-29 09:00:00+00,-1.504222,53.377748,35,1,2,1,1,90,5,1,2,1
2020-04-29 09:00:00+00,-1.465767,53.463655,23,2,2,1,1,90,5,1,1,2
2020-04-29 09:00:00+00,-1.484058,53.474175,46,1,2,1,1,90,5,1,1,1
2020-04-29 09:00:00+00,-1.461064,53.405345,24,1,1,1,1,90,5,1,2,1
2020-04-29 10:00:00+00,-1.474522,53.385785,17,2,4,1,1,90,5,1,2,1
2020-04-29 10:00:00+00,-1.458738,53.493505,37,1,4,1,1,90,5,1,2,2
2020-04-29 11:00:00+00,-1.424767,53.381313,65,1,5,1,1,90,5,1,1,1
2020-04-29 11:00:00+00,-1.462359,53.402795,36,2,1,1,1,90,5,1,1,2
2020-04-29 12:00:00+00,-1.453384,53.3704,60,2,4,1,1,90,5,1,1,1
2020-04-29 12:00:00+00,-1.457973,53.383765,46,2,5,1,1,90,5,1,1,1
2020-04-29 13:00:00+00,-1.468827,53.397468,18,1,4,1,1,90,5,1,2,1
2020-04-29 13:00:00+00,-1.426113,53.365618,43,1,5,1,1,90,5,1,1,1
2020-04-29 13:00:00+00,-1.448554,53.379314,63,1,2,1,1,90,5,2,1,1
2020-04-29 13:00:00+00,-1.482296,53.441965,22,2,4,1,1,90,5,1,2,1
2020-04-29 14:00:00+00,-1.459194,53.406105,49,1,3,1,1,90,5,1,2,2
2020-04-29 15:00:00+00,-1.458351,53.382345,36,2,4,1,1,90,5,1,2,1
2020-04-29 16:00:00+00,-1.481098,53.453515,30,2,5,1,1,90,5,1,1,1
2020-04-29 17:00:00+00,-1.470003,53.364314,51,2,2,1,1,90,5,1,2,1
2020-04-29 18:00:00+00,-1.442302,53.372407,38,2,3,1,1,90,5,1,2,1
2020-04-29 18:00:00+00,-1.469685,53.422335,85,1,2,1,1,90,5,1,1,1
2020-04-29 19:00:00+00,-1.458743,53.380405,68,1,2,1,1,90,5,1,2,1
2020-04-29 19:00:00+00,-1.465541,53.390535,64,2,5,1,1,90,5,1,1,1
2020-04-29 19:00:00+00,-1.46993,53.432075,40,1,3,1,1,90,5,1,2,1
2020-04-29 20:00:00+00,-1.419924,53.374717,50,2,4,1,1,90,5,1,2,1
2020-04-29 20:00:00+00,-1.483431,53.38825,82,1,2,1,1,90,5,1,2,1
2020-04-29 22:00:00+00,-1.444757,53.394882,29,1,4,1,1,90,5,2,1,1
2020-04-29 22:00:00+00,-1.459484,53.394604,48,2,4,1,1,90,5,1,1,1
2020-04-29 22:00:00+00,-1.491701,53.388154,18,2,1,1,1,90,5,1,1,1
2020-04-29 22:00:00+00,-1.438374,53.38947,19,2,3,1,1,90,5,1,2,2
2020-04-29 23:00:00+00,-1.50489,53.386406,48,1,3,1,1,90,5,1,2,1
2020-04-29 23:00:00+00,-1.511839,53.364634,74,1,2,1,1,90,5,1,2,2
2020-04-29 23:00:00+00,-1.519235,53.381401,36,2,5,1,1,90,5,2,1,1
2020-04-29 13:00:00+00,-1.483471,53.424595,17,3,2,2,1,90,5,1,2,1
2020-04-29 13:00:00+00,-1.473157,53.417525,59,1,2,2,1,90,5,1,2,2
2020-04-29 13:00:00+00,-1.465536,53.438307,64,1,2,2,1,90,5,1,1,1
2020-04-29 16:00:00+00,-1.470158,53.432267,80,1,1,2,1,90,5,1,1,1
2020-04-29 17:00:00+00,-1.476478,53.424295,43,2,2,2,1,90,5,1,2,1
2020-04-29 10:00:00+00,-1.474698,53.421525,81,2,2,3,1,90,5,1,1,1
2020-04-29 10:00:00+00,-1.469224,53.486715,84,1,2,3,1,90,5,1,1,1
2020-04-29 11:00:00+00,-1.465165,53.377127,45,1,1,3,1,90,5,1,1,2
2020-04-29 11:00:00+00,-1.465188,53.443557,31,2,3,3,1,90,5,2,2,1
2020-04-29 12:00:00+00,-1.474917,53.439825,64,2,5,3,1,90,5,1,2,1
2020-04-29 14:00:00+00,-1.483905,53.511455,49,2,2,3,1,90,5,1,2,1
2020-04-29 14:00:00+00,-1.469334,53.443137,51,2,3,3,1,90,5,2,1,1
2020-04-29 00:00:00+00,-1.471989,53.385654,65,2,4,1,1,91,5,1,1,1
2020-04-29 00:00:00+00,-1.418595,53.394523,37,1,1,1,1,91,5,2,2,1
2020-04-29 00:00:00+00,-1.440611,53.393693,22,1,1,1,1,91,5,1,1,1
2020-04-29 00:00:00+00,-1.517299,53.375718,63,1,3,1,1,91,5,1,2,1
2020-04-29 01:00:00+00,-1.47313,53.366755,29,1,2,1,1,91,5,1,2,1
2020-04-29 01:00:00+00,-1.512445,53.396391,42,2,5,1,1,91,5,1,1,1
2020-04-29 02:00:00+00,-1.475835,53.375513,53,1,2,1,1,91,5,1,1,1
2020-04-29 04:00:00+00,-1.428835,53.380298,68,1,2,1,1,91,5,1,1,1
2020-04-29 04:00:00+00,-1.501392,53.372509,79,2,3,1,1,91,5,1,2,1
2020-04-29 05:00:00+00,-1.462648,53.393544,59,2,3,1,1,91,5,1,2,1
2020-04-29 05:00:00+00,-1.47313,53.366755,73,1,1,1,1,91,5,1,1,1
2020-04-29 05:00:00+00,-1.444746,53.370407,26,2,5,1,1,91,5,1,1,1
2020-04-29 06:00:00+00,-1.447864,53.369965,56,2,3,1,1,91,5,1,1,1
2020-04-29 06:00:00+00,-1.429788,53.378719,48,2,1,1,1,91,5,1,2,1
2020-04-29 06:00:00+00,-1.487728,53.380578,73,2,4,1,1,91,5,2,2,1
2020-04-29 06:00:00+00,-1.51405,53.392755,45,2,5,1,1,91,5,1,2,1
2020-04-29 06:00:00+00,-1.491868,53.378314,78,1,5,1,1,91,5,1,2,1
2020-04-29 07:00:00+00,-1.429442,53.385439,70,2,2,1,1,91,5,1,2,1
2020-04-29 07:00:00+00,-1.444746,53.370407,26,1,2,1,1,91,5,2,1,1
2020-04-29 08:00:00+00,-1.483619,53.380284,59,1,5,1,1,91,5,1,2,2
2020-04-29 08:00:00+00,-1.438533,53.392543,47,2,5,1,1,91,5,1,2,1
2020-04-29 08:00:00+00,-1.46662,53.499865,33,2,4,1,1,91,5,1,1,1
2020-04-29 10:00:00+00,-1.418339,53.366964,79,1,4,1,1,91,5,1,2,1
2020-04-29 10:00:00+00,-1.429426,53.371358,23,2,4,1,1,91,5,2,2,1
2020-04-29 10:00:00+00,-1.488972,53.377947,41,1,5,1,1,91,5,1,1,1
2020-04-29 10:00:00+00,-1.457783,53.470325,46,1,4,1,1,91,5,1,1,1
2020-04-29 11:00:00+00,-1.449835,53.380599,62,2,5,1,1,91,5,1,1,1
2020-04-29 11:00:00+00,-1.463498,53.453215,35,1,4,1,1,91,5,1,1,1
2020-04-29 12:00:00+00,-1.486243,53.395965,23,2,2,1,1,91,5,1,2,1
2020-04-29 12:00:00+00,-1.472842,53.486175,61,1,2,1,1,91,5,1,2,1
2020-04-29 12:00:00+00,-1.473786,53.439975,24,1,2,1,1,91,5,1,1,1
2020-04-29 13:00:00+00,-1.461682,53.479435,68,2,4,1,1,91,5,2,2,1
2020-04-29 14:00:00+00,-1.491681,53.373811,59,1,3,1,1,91,5,1,2,1
2020-04-29 14:00:00+00,-1.473355,53.498095,46,2,5,1,1,91,5,1,1,1
2020-04-29 14:00:00+00,-1.457175,53.476265,40,2,4,1,1,91,5,1,1,1
2020-04-29 16:00:00+00,-1.445038,53.368671,68,2,1,1,1,91,5,1,1,1
2020-04-29 16:00:00+00,-1.504694,53.396938,33,2,5,1,1,91,5,1,2,1
2020-04-29 17:00:00+00,-1.464994,53.488245,27,2,3,1,1,91,5,1,1,1
2020-04-29 17:00:00+00,-1.458322,53.459365,33,2,1,1,1,91,5,1,2,1
2020-04-29 17:00:00+00,-1.468237,53.458875,49,1,3,1,1,91,5,1,2,1
2020-04-29 18:00:00+00,-1.457236,53.397273,60,2,1,1,1,91,5,1,1,1
2020-04-29 18:00:00+00,-1.478571,53.384115,55,2,2,1,1,91,5,1,1,1
2020-04-29 18:00:00+00,-1.469792,53.459755,66,2,3,1,1,91,5,1,1,1
2020-04-29 18:00:00+00,-1.457556,53.465285,31,1,5,1,1,91,5,1,2,1
2020-04-29 19:00:00+00,-1.43517,53.369653,82,2,4,1,1,91,5,1,1,2
2020-04-29 19:00:00+00,-1.460754,53.491205,23,1,2,1,1,91,5,1,1,1
2020-04-29 19:00:00+00,-1.461006,53.426865,39,1,4,1,1,91,5,1,2,1
2020-04-29 20:00:00+00,-1.51786,53.393017,71,2,3,1,1,91,5,1,1,1
2020-04-29 22:00:00+00,-1.456938,53.374872,36,1,3,1,1,91,5,1,2,1
2020-04-29 09:00:00+00,-1.467657,53.399997,66,2,3,2,1,91,5,1,2,1
2020-04-29 10:00:00+00,-1.464705,53.481955,35,1,2,2,1,91,5,1,2,2
2020-04-29 11:00:00+00,-1.474502,53.473185,55,2,4,2,1,91,5,1,2,1
2020-04-29 12:00:00+00,-1.473398,53.431405,28,2,4,2,1,91,5,1,1,1
2020-04-29 14:00:00+00,-1.470135,53.380957,43,2,4,2,1,91,5,1,2,1
2020-04-29 15:00:00+00,-1.483098,53.440875,63,2,2,2,1,91,5,1,1,1
2020-04-29 16:00:00+00,-1.46443,53.460825,33,1,5,2,1,91,5,2,2,1
2020-04-29 16:00:00+00,-1.484181,53.431175,30,1,5,2,1,91,5,1,1,1
2020-04-29 16:00:00+00,-1.465974,53.439507,44,2,2,2,1,91,5,2,2,1
2020-04-29 17:00:00+00,-1.470334,53.385435,27,1,1,2,1,91,5,2,1,1
2020-04-29 10:00:00+00,-1.465953,53.447305,53,1,2,3,1,91,5,1,1,1
2020-04-29 12:00:00+00,-1.469528,53.411427,32,2,3,3,1,91,5,2,1,1
2020-04-29 15:00:00+00,-1.470395,53.421327,36,1,2,3,1,91,5,2,1,1
2020-04-29 00:00:00+00,-1.432047,53.38555,26,1,2,1,1,92,5,1,2,1
2020-04-29 01:00:00+00,-1.500867,53.38013,54,2,4,1,1,92,5,2,1,1
2020-04-29 01:00:00+00,-1.467356,53.371973,29,1,1,1,1,92,5,1,1,1
2020-04-29 01:00:00+00,-1.503652,53.382404,56,2,3,1,1,92,5,1,1,1
2020-04-29 01:00:00+00,-1.419885,53.396349,21,1,1,1,1,92,5,1,1,1
2020-04-29 01:00:00+00,-1.458207,53.389674,62,2,5,1,1,92,5,1,1,2
2020-04-29 02:00:00+00,-1.451077,53.368054,72,2,4,1,1,92,5,1,2,2
2020-04-29 02:00:00+00,-1.487364,53.3771,80,2,4,1,1,92,5,1,2,1
2020-04-29 02:00:00+00,-1.449113,53.385865,69,1,4,1,1,92,5,1,2,1
2020-04-29 02:00:00+00,-1.493504,53.383675,56,1,2,1,1,92,5,1,2,1
2020-04-29 02:00:00+00,-1.485084,53.365599,24,2,5,1,1,92,5,1,2,1
2020-04-29 03:00:00+00,-1.461256,53.39708,81,2,5,1,1,92,5,1,1,2
2020-04-29 03:00:00+00,-1.519235,53.381401,30,2,1,1,1,92,5,2,1,1
2020-04-29 04:00:00+00,-1.464758,53.382361,16,1,2,1,1,92,5,1,1,1
2020-04-29 04:00:00+00,-1.49381,53.367274,43,2,1,1,1,92,5,1,2,1
2020-04-29 06:00:00+00,-1.421194,53.391272,28,2,2,1,1,92,5,1,2,1
2020-04-29 06:00:00+00,-1.45453,53.379231,42,1,4,1,1,92,5,1,1,2
2020-04-29 06:00:00+00,-1.461256,53.39708,83,2,5,1,1,92,5,1,2,1
2020-04-29 08:00:00+00,-1.481507,53.508475,39,1,2,1,1,92,5,2,2,1
2020-04-29 09:00:00+00,-1.465329,53.373181,49,2,4,1,1,92,5,1,2,1
2020-04-29 09:00:00+00,-1.477918,53.392625,20,2,4,1,1,92,5,1,1,1
2020-04-29 10:00:00+00,-1.499347,53.395765,16,1,1,1,1,92,5,1,2,1
2020-04-29 10:00:00+00,-1.476367,53.511335,65,1,4,1,1,92,5,2,2,2
2020-04-29 10:00:00+00,-1.474041,53.466805,32,2,1,1,1,92,5,1,2,1
2020-04-29 11:00:00+00,-1.465487,53.403325,27,2,2,1,1,92,5,1,1,1
2020-04-29 12:00:00+00,-1.422132,53.376353,18,2,4,1,1,92,5,1,1,1
2020-04-29 12:00:00+00,-1.504364,53.365642,70,2,4,1,1,92,5,1,2,1
2020-04-29 12:00:00+00,-1.483828,53.497085,43,2,4,1,1,92,5,2,2,1
2020-04-29 13:00:00+00,-1.46561,53.383034,54,1,1,1,1,92,5,1,2,1
2020-04-29 13:00:00+00,-1.473514,53.393675,27,1,1,1,1,92,5,1,2,2
2020-04-29 14:00:00+00,-1.435928,53.38601,54,1,1,1,1,92,5,1,2,1
2020-04-29 14:00:00+00,-1.461831,53.476655,30,1,4,1,1,92,5,1,1,1
2020-04-29 14:00:00+00,-1.473802,53.445765,67,1,1,1,1,92,5,1,2,1
2020-04-29 15:00:00+00,-1.489427,53.382809,56,2,1,1,1,92,5,1,2,1
2020-04-29 15:00:00+00,-1.479727,53.374415,21,1,4,1,1,92,5,2,1,1
2020-04-29 16:00:00+00,-1.438255,53.371506,64,2,1,1,1,92,5,1,1,1
2020-04-29 17:00:00+00,-1.463284,53.404295,52,1,1,1,1,92,5,1,1,2
2020-04-29 17:00:00+00,-1.469648,53.454115,25,2,4,1,1,92,5,2,1,1
2020-04-29 17:00:00+00,-1.478476,53.511565,52,1,2,1,1,92,5,1,1,1
2020-04-29 18:00:00+00,-1.478986,53.36927,64,2,1,1,1,92,5,1,1,1
2020-04-29 18:00:00+00,-1.475597,53.397815,58,3,5,1,1,92,5,1,1,1
2020-04-29 20:00:00+00,-1.427929,53.389758,17,1,5,1,1,92,5,1,2,1
2020-04-29 21:00:00+00,-1.509128,53.380695,23,2,3,1,1,92,5,1,2,1
2020-04-29 22:00:00+00,-1.427055,53.385453,48,1,5,1,1,92,5,1,1,1
2020-04-29 09:00:00+00,-1.475778,53.413315,54,2,5,2,1,92,5,1,1,1
2020-04-29 11:00:00+00,-1.46796,53.392035,51,1,5,2,1,92,5,1,1,2
2020-04-29 11:00:00+00,-1.476432,53.485725,58,1,5,2,1,92,5,1,2,1
2020-04-29 11:00:00+00,-1.466388,53.485805,56,2,1,2,1,92,5,1,1,1
2020-04-29 12:00:00+00,-1.472181,53.509175,21,2,3,2,1,92,5,1,2,1
2020-04-29 13:00:00+00,-1.477074,53.390795,57,3,5,2,1,92,5,1,2,1
2020-04-29 14:00:00+00,-1.465549,53.429607,52,2,3,2,1,92,5,1,1,2
2020-04-29 15:00:00+00,-1.483989,53.407315,38,1,4,2,1,92,5,1,2,1
2020-04-29 16:00:00+00,-1.467184,53.440835,42,1,5,2,1,92,5,1,2,2
2020-04-29 16:00:00+00,-1.484445,53.459805,27,1,1,2,1,92,5,1,1,1
2020-04-29 12:00:00+00,-1.467198,53.415857,26,1,2,3,1,92,5,1,1,1
2020-04-29 12:00:00+00,-1.46908,53.449937,52,1,2,3,1,92,5,1,1,1
2020-04-29 14:00:00+00,-1.471507,53.401547,81,2,2,3,1,92,5,1,2,1
2020-04-29 16:00:00+00,-1.478452,53.450175,71,1,2,3,1,92,5,1,1,1
2020-04-29 00:00:00+00,-1.500017,53.365645,41,1,3,1,1,93,5,1,2,1
2020-04-29 00:00:00+00,-1.489283,53.372704,25,2,1,1,1,93,5,1,1,2
2020-04-29 02:00:00+00,-1.499797,53.38016,34,1,2,1,1,93,5,1,2,1
2020-04-29 02:00:00+00,-1.499858,53.382305,73,1,5,1,1,93,5,1,1,1
2020-04-29 02:00:00+00,-1.45638,53.388737,78,1,3,1,1,93,5,1,1,1
2020-04-29 02:00:00+00,-1.452405,53.364634,20,1,1,1,1,93,5,1,1,1
2020-04-29 03:00:00+00,-1.511879,53.391882,64,1,5,1,1,93,5,1,2,1
2020-04-29 04:00:00+00,-1.507389,53.378699,36,1,3,1,1,93,5,1,1,1
2020-04-29 04:00:00+00,-1.456938,53.374872,35,1,5,1,1,93,5,1,1,1
2020-04-29 04:00:00+00,-1.467079,53.385805,40,1,2,1,1,93,5,1,1,1
2020-04-29 04:00:00+00,-1.420768,53.395968,32,2,2,1,1,93,5,1,2,1
2020-04-29 05:00:00+00,-1.425559,53.369737,61,1,4,1,1,93,5,1,1,1
2020-04-29 06:00:00+00,-1.471936,53.369611,64,2,1,1,1,93,5,1,2,1
2020-04-29 06:00:00+00,-1.515353,53.37284,25,1,4,1,1,93,5,1,1,1
2020-04-29 08:00:00+00,-1.442002,53.38803,72,1,5,1,1,93,5,1,1,2
2020-04-29 08:00:00+00,-1.497993,53.393997,50,1,3,1,1,93,5,1,2,1
2020-04-29 09:00:00+00,-1.479635,53.396952,64,1,4,1,1,93,5,1,1,1
2020-04-29 09:00:00+00,-1.488627,53.379004,45,2,3,1,1,93,5,1,2,1
2020-04-29 10:00:00+00,-1.417382,53.375373,22,2,1,1,1,93,5,1,1,1
2020-04-29 10:00:00+00,-1.483819,53.375995,18,1,2,1,1,93,5,1,2,1
2020-04-29 12:00:00+00,-1.444222,53.37634,22,1,3,1,1,93,5,1,1,1
2020-04-29 12:00:00+00,-1.498597,53.374972,35,1,4,1,1,93,5,1,2,1
2020-04-29 13:00:00+00,-1.486274,53.363968,60,2,2,1,1,93,5,1,2,1
2020-04-29 13:00:00+00,-1.471397,53.470285,46,2,3,1,1,93,5,1,2,1
2020-04-29 15:00:00+00,-1.470376,53.503655,47,1,3,1,1,93,5,1,2,2
2020-04-29 16:00:00+00,-1.478178,53.431695,36,2,2,1,1,93,5,1,2,1
2020-04-29 17:00:00+00,-1.44936,53.371245,48,2,4,1,1,93,5,1,2,1
2020-04-29 18:00:00+00,-1.455773,53.38577,44,1,4,1,1,93,5,2,1,1
2020-04-29 18:00:00+00,-1.470648,53.446765,68,2,3,1,1,93,5,1,2,1
2020-04-29 19:00:00+00,-1.449069,53.389558,60,2,5,1,1,93,5,1,1,1
2020-04-29 19:00:00+00,-1.477963,53.372472,37,1,1,1,1,93,5,1,1,1
2020-04-29 19:00:00+00,-1.475239,53.386635,73,2,2,1,1,93,5,1,2,1
2020-04-29 19:00:00+00,-1.482468,53.427715,61,2,5,1,1,93,5,1,1,2
2020-04-29 20:00:00+00,-1.449837,53.390964,64,1,5,1,1,93,5,1,2,1
2020-04-29 21:00:00+00,-1.520898,53.378775,66,1,4,1,1,93,5,2,1,1
2020-04-29 23:00:00+00,-1.518386,53.375087,20,1,1,1,1,93,5,1,1,1
2020-04-29 23:00:00+00,-1.485084,53.365599,62,2,3,1,1,93,5,2,1,1
2020-04-29 09:00:00+00,-1.459077,53.450855,27,2,4,2,1,93,5,1,1,1
2020-04-29 10:00:00+00,-1.462087,53.432795,19,1,4,2,1,93,5,1,2,2
2020-04-29 10:00:00+00,-1.479439,53.452765,50,2,1,2,1,93,5,1,1,1
2020-04-29 10:00:00+00,-1.47523,53.386085,38,2,1,2,1,93,5,1,2,1
2020-04-29 13:00:00+00,-1.474069,53.438237,23,2,4,2,1,93,5,1,1,1
2020-04-29 13:00:00+00,-1.470752,53.387797,34,1,3,2,1,93,5,1,2,1
2020-04-29 14:00:00+00,-1.478183,53.379845,79,1,1,2,1,93,5,1,2,1
2020-04-29 14:00:00+00,-1.470229,53.392937,17,2,1,2,1,93,5,1,1,1
2020-04-29 15:00:00+00,-1.474536,53.376675,64,2,5,2,1,93,5,1,1,1
2020-04-29 17:00:00+00,-1.475248,53.466365,20,1,4,2,1,93,5,1,1,1
2020-04-29 12:00:00+00,-1.46942,53.437317,26,1,1,3,1,93,5,1,2,1
2020-04-29 13:00:00+00,-1.461857,53.414725,23,1,3,3,1,93,5,1,2,2
2020-04-29 14:00:00+00,-1.467142,53.417407,25,2,2,3,1,93,5,1,2,1
2020-04-29 14:00:00+00,-1.466947,53.439007,26,2,5,3,1,93,5,2,2,1
2020-04-29 15:00:00+00,-1.481197,53.375285,75,2,5,3,1,93,5,1,1,1
2020-04-29 00:00:00+00,-1.489239,53.386413,25,2,2,1,1,94,5,1,2,1
2020-04-29 01:00:00+00,-1.458569,53.375626,65,1,5,1,1,94,5,1,1,2
2020-04-29 01:00:00+00,-1.483964,53.364102,27,1,3,1,1,94,5,1,1,1
2020-04-29 01:00:00+00,-1.459077,53.366506,68,1,1,1,1,94,5,2,1,1
2020-04-29 02:00:00+00,-1.462827,53.393025,39,1,4,1,1,94,5,2,1,1
2020-04-29 02:00:00+00,-1.5133,53.377573,34,2,3,1,1,94,5,1,1,1
2020-04-29 04:00:00+00,-1.479496,53.378114,47,2,2,1,1,94,5,1,2,1
2020-04-29 05:00:00+00,-1.473635,53.380397,36,1,1,1,1,94,5,1,1,1
2020-04-29 06:00:00+00,-1.435314,53.3786,83,1,3,1,1,94,5,2,2,1
2020-04-29 06:00:00+00,-1.494955,53.367027,39,2,2,1,1,94,5,1,1,1
2020-04-29 06:00:00+00,-1.443429,53.393284,55,2,5,1,1,94,5,1,1,1
2020-04-29 07:00:00+00,-1.449047,53.385695,85,2,4,1,1,94,5,1,2,1
2020-04-29 07:00:00+00,-1.495951,53.374128,46,2,2,1,1,94,5,1,1,1
2020-04-29 08:00:00+00,-1.481573,53.466165,66,2,4,1,1,94,5,2,1,1
2020-04-29 09:00:00+00,-1.43018,53.389021,17,2,3,1,1,94,5,1,2,1
2020-04-29 09:00:00+00,-1.431447,53.385634,44,2,4,1,1,94,5,2,2,1
2020-04-29 09:00:00+00,-1.480258,53.376541,42,2,3,1,1,94,5,1,2,1
2020-04-29 09:00:00+00,-1.450147,53.380437,58,3,4,1,1,94,5,1,1,1
2020-04-29 11:00:00+00,-1.441329,53.372759,56,2,1,1,1,94,5,1,2,1
2020-04-29 12:00:00+00,-1.517025,53.378848,65,2,5,1,1,94,5,1,2,1
2020-04-29 12:00:00+00,-1.514127,53.389335,50,1,3,1,1,94,5,1,1,2
2020-04-29 12:00:00+00,-1.464006,53.396709,77,2,4,1,1,94,5,1,2,1
2020-04-29 13:00:00+00,-1.418843,53.394389,32,2,1,1,1,94,5,1,1,1
2020-04-29 13:00:00+00,-1.481035,53.425735,31,1,5,1,1,94,5,1,1,1
2020-04-29 14:00:00+00,-1.446656,53.383727,42,2,4,1,1,94,5,1,2,1
2020-04-29 14:00:00+00,-1.455828,53.378788,63,1,2,1,1,94,5,2,2,1
2020-04-29 15:00:00+00,-1.495887,53.364017,23,2,3,1,1,94,5,1,2,1
2020-04-29 15:00:00+00,-1.494718,53.371643,28,1,3,1,1,94,5,1,1,2
2020-04-29 15:00:00+00,-1.47236,53.437975,47,2,5,1,1,94,5,1,1,1
2020-04-29 16:00:00+00,-1.516421,53.367101,46,1,1,1,1,94,5,1,1,2
2020-04-29 18:00:00+00,-1.505767,53.382167,69,1,1,1,1,94,5,1,1,1
2020-04-29 19:00:00+00,-1.455026,53.384859,17,2,4,1,1,94,5,1,2,1
2020-04-29 19:00:00+00,-1.49233,53.391903,65,2,2,1,1,94,5,1,1,1
2020-04-29 20:00:00+00,-1.490904,53.385961,79,1,1,1,1,94,5,1,2,2
2020-04-29 22:00:00+00,-1.521135,53.368283,44,2,5,1,1,94,5,1,1,1
2020-04-29 22:00:00+00,-1.51786,53.393017,46,1,3,1,1,94,5,1,1,1
2020-04-29 22:00:00+00,-1.514929,53.392841,74,2,3,1,1,94,5,2,2,1
2020-04-29 22:00:00+00,-1.447947,53.38833,23,2,2,1,1,94,5,1,1,1
2020-04-29 22:00:00+00,-1.474307,53.389577,28,2,4,1,1,94,5,1,1,1
2020-04-29 23:00:00+00,-1.440722,53.379866,37,1,1,1,1,94,5,1,2,1
2020-04-29 23:00:00+00,-1.477517,53.396031,20,1,1,1,1,94,5,1,2,1
2020-04-29 10:00:00+00,-1.470323,53.426777,22,1,2,2,1,94,5,1,1,1
2020-04-29 11:00:00+00,-1.476799,53.374885,41,2,3,2,1,94,5,1,1,1
2020-04-29 12:00:00+00,-1.46823,53.449555,49,1,2,2,1,94,5,1,2,1
2020-04-29 12:00:00+00,-1.461469,53.392435,56,2,3,2,1,94,5,1,2,1
2020-04-29 17:00:00+00,-1.467768,53.380865,64,1,1,2,1,94,5,1,2,1
2020-04-29 17:00:00+00,-1.475089,53.470455,24,1,3,2,1,94,5,1,2,1
2020-04-29 17:00:00+00,-1.468023,53.429935,19,2,5,2,1,94,5,1,2,1
2020-04-29 11:00:00+00,-1.469992,53.435917,18,2,5,3,1,94,5,1,2,1
